kod_stacji,nazwa_stacji,lon,lat,stan,stan_data,przelyw,przeplyw_data
150160330,SZCZYTNA,16.443056,50.415556,133,2025-03-31 09:20:00,,
150160340,SARNY,16.465833,50.547778,74,2025-03-31 09:20:00,,
150160350,SZALEJÓW GÓRNY,16.537222,50.418333,120,2025-03-31 09:20:00,,
150160360,STARKÓW,16.58,50.3775,156,2025-03-31 09:20:00,,
150160370,TOPOLICE,16.609167,50.366944,141,2025-03-31 09:20:00,,
150160380,KROSNOWICE,16.628611,50.383611,116,2025-03-31 09:20:00,,
150160390,ROZTOKI BYSTRZYCKIE,16.672222,50.190833,110,2025-03-31 09:20:00,,
150160410,GAJNIK,16.703889,50.193611,73,2025-03-31 09:20:00,,
150160420,GOWORÓW,16.711944,50.178889,64,2025-03-31 09:20:00,,
150169999,SĘDZISŁAW,16.045278,50.819444,54,2025-03-31 09:20:00,,
150170080,JARNOŁTÓWEK,17.428056,50.285833,68,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150170320,MALERZOWICE WIELKIE,17.474444,50.584444,107,2025-03-31 09:20:00,11,2025-03-31 09:20:00
150180090,NĘDZA,18.310556,50.157778,45,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150180140,RYBNIK,18.533056,50.1025,72,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150180230,WESOŁA,18.69,50.561667,127,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180250,KŁODNICA,18.864167,50.236667,124,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180300,TYCHY,18.977778,50.086667,146,2025-03-31 09:20:00,,
150180310,BOBROWNIKI,18.963056,50.374444,154,2025-03-31 09:20:00,,
150180330,RYBNIK-PARUSZOWIEC,18.557222,50.11,55,2025-03-31 09:20:00,,
150190220,MSTÓW,19.288889,50.831111,67,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150190240,KRĘCIWILK,19.370278,50.545278,20,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150190250,SŁAWKÓW,19.398889,50.299722,185,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150190270,GOLCZOWICE,19.6025,50.361389,94,2025-03-31 09:20:00,,
150190390,CZĘSTOCHOWA 1,19.125,50.795833,104,2025-03-31 09:20:00,,
150190400,CZĘSTOCHOWA 2,19.154167,50.806111,161,2025-03-31 09:20:00,,
150190410,CZĘSTOCHOWA 3,19.132778,50.813889,119,2025-03-31 09:20:00,,
150190440,SŁOWIK,19.183889,50.748333,86,2025-03-31 09:20:00,,
150190450,NOWA KUŹNICA,19.216111,50.620556,102,2025-03-31 09:20:00,,
150190460,MASŁOŃSKIE,19.253333,50.649167,147,2025-03-31 09:20:00,,
150190470,DĄBEK,19.444167,50.849444,177,2025-03-31 09:20:00,,
150190480,KRAKÓW-ŁAGIEWNIKI,19.937778,50.011944,106,2025-03-31 09:20:00,,
150200200,WIŚLICA 2,20.6725,50.340556,176,2025-03-31 09:20:00,,
150210050,WILKOWA,21.165833,50.4625,109,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150210180,ANNOPOL,21.832222,50.899167,209,2025-03-31 09:20:00,237,2025-03-31 09:20:00
151140170,JANISZOWICE,14.653611,51.778611,72,2024-09-07 01:20:00,,
151140190,GUBIN,14.734444,51.941944,118,2025-03-31 09:20:00,,
151140200,SANICE,14.9675,51.417222,112,2025-03-31 09:20:00,,
151180190,GRABÓW NAD PROSNĄ,18.124167,51.51,206,2025-03-31 09:20:00,,
151180200,KUŚNIE,18.680833,51.535,115,2025-03-31 09:20:00,,
151180210,SMARDZEW,18.655556,51.596944,143,2025-03-31 09:20:00,,
151190130,KAZIMIERZ,19.2025,51.766111,209,2025-03-31 09:20:00,,
151210070,CYGANÓWKA,21.450278,51.861944,120,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151220040,WITOWICE,22.086111,51.409167,243,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151220070,LUBLIN,22.542222,51.217778,262,2025-03-31 09:20:00,2,2025-03-31 09:20:00
151220150,ZEMBORZYCE,22.491944,51.155556,147,2025-03-31 09:20:00,,
152140080,MACZKÓW,14.744444,52.275,46,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152140100,DOLSK,14.843056,52.802778,68,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152140110,SĄDÓW,14.8475,52.219444,73,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152150180,MIERZĘCIN,15.829444,52.955833,42,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152150220,ZBĄSZYŃ,15.923056,52.250278,62,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152160060,KONOJAD,16.531944,52.151389,134,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152160080,SZAMOTUŁY,16.581389,52.612222,62,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152160150,GŁUSZYNA,16.953333,52.316944,147,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152170030,WIERZENICA,17.071389,52.459167,115,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152170040,PRUŚCE,17.098333,52.773056,122,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152179994,RASZEWY,17.616389,52.09,188,2025-03-31 09:20:00,,
152180010,GĘBICE,18.033333,52.600556,143,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152180020,GORYSZEWO,18.035278,52.626944,114,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152180090,NOĆ KALINA,18.380556,52.438333,96,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152180100,ŁYSEK,18.503611,52.406667,148,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152180130,OTŁOCZYNEK,18.690278,52.8975,49,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152180180,ZABOROWO,18.411667,52.419444,79,2025-03-31 09:20:00,,
152190100,BIELAWY,19.65,52.073611,248,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152200100,LUBERADZ,20.477222,52.761389,165,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152210020,PIASECZNO 2,21.039444,52.063333,174,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152210070,WÓLKA MLĄDZKA,21.330278,52.139167,76,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152219993,RÓŻAN,21.406111,52.885278,128,2025-03-31 09:20:00,,
152219996,ZIELONKA,21.140278,52.312778,237,2025-03-31 09:20:00,,
152230020,POROSIUKI,23.058611,52.02,94,2025-03-31 09:20:00,3,2025-03-31 09:20:00
153150020,MORZYCA,15.146944,53.208611,80,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153150050,RESKO,15.395278,53.772778,325,2025-03-31 09:20:00,8,2025-03-31 09:20:00
153150100,DRAWNO,15.763889,53.217778,136,2025-03-31 09:20:00,7,2025-03-31 09:20:00
153150190,MOŁSTOWO,15.363611,53.987222,129,2025-03-31 09:20:00,,
153160110,WIESIÓŁKA,16.612222,53.271667,75,2025-03-31 09:20:00,3,2025-03-31 09:20:00
153160190,ZABRODZIE,16.748333,53.257222,125,2025-03-31 09:20:00,6,2025-03-31 09:20:00
153160200,GWDA WIELKA,16.793611,53.740278,65,2025-03-31 09:20:00,3,2025-03-31 09:20:00
153170060,SWORNEGACIE,17.498333,53.859722,225,2025-03-31 09:20:00,9,2025-03-31 09:20:00
153170070,SWORNEGACIE,17.509444,53.8825,153,2025-03-31 09:20:00,4,2025-03-31 09:20:00
153179996,CHOCIŃSKI MŁYN,17.448333,53.831389,50,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153200020,SZREŃSK,20.128333,53.009722,73,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153200050,SARNOWO,20.246389,53.268889,89,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153210130,GŁODOWO,21.655556,53.726111,234,2025-03-31 09:20:00,,
153220250,DOLISTOWO STARE,22.906944,53.553333,214,2025-03-31 09:20:00,,
153220310,CZARNA WIEŚ,22.639444,53.711111,96,2025-03-31 09:20:00,0,2025-03-31 09:20:00
153230120,JAŁOWY RÓG,23.405833,53.9,51,2025-03-31 09:20:00,5,2025-03-31 09:20:00
153230160,GRÓDEK,23.671667,53.095,156,2025-03-30 13:20:00,0,2025-03-30 13:20:00
154150050,BIAŁOGARD,15.976389,54.003056,102,2025-03-31 09:20:00,8,2025-03-31 09:20:00
154160060,GRABOWO,16.4375,54.298333,,,,
154170240,BORUCINO ,17.98,54.255556,252,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154170320,GŁUSZYNKO,17.453056,54.493056,85,2025-03-31 09:20:00,,
154170330,ŁEBSKO,17.536667,54.753056,537,2024-11-04 12:50:00,,
154170340,ŻELKÓWKO,17.084722,54.360278,144,2025-03-31 09:20:00,,
154179998,DAMNO,17.326111,54.529167,94,2025-03-31 09:20:00,,
154180030,ZAMOSTNE,18.103333,54.650278,42,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154180050,WARSZKOWSKI MŁYN,18.153056,54.691667,31,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154180070,BOLSZEWO,18.166667,54.610833,53,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154180230,BORUCINO,17.996111,54.252778,636,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154180280,DĘBKI,18.0625,54.831389,513,2025-03-31 09:20:00,,
154180290,REDA-CEDRON,18.269167,54.609722,336,2025-03-31 09:20:00,,
154220070,WÓLKA,22.616667,54.203889,401,2025-03-31 09:20:00,,
154220090,BRÓD STARY,22.880556,54.134444,52,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154220100,KLESZCZÓWEK,22.910556,54.270833,201,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154230010,POSZESZUPIE,23.020833,54.344444,125,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149210190,UŚCIE GORLICKIE,21.140833,49.519722,161,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149210210,PASTWISKA,21.928333,49.522222,103,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149210450,DARÓW,21.910556,49.443611,232,2025-03-31 09:20:00,,
149210460,ODRZECHOWA,21.951389,49.545833,353,2025-03-31 09:20:00,,
149210470,MIEJSCE PIASTOWE,21.780556,49.631111,219,2025-03-31 09:20:00,,
149210480,WISŁOK WIELKI,21.979444,49.400556,221,2025-03-31 09:20:00,,
149229998,KAŃCZUGA,22.420556,49.98,282,2025-03-31 09:20:00,,
149229999,MANASTERZ,22.337778,49.9275,254,2025-03-31 09:20:00,,
150140140,KOPACZÓW,14.828611,50.872222,68,2025-03-31 09:20:00,,
150150230,OPAWA,15.925556,50.701389,80,2025-03-31 09:20:00,,
150159997,MISZKOWICE,15.928889,50.714444,40,2025-03-31 09:20:00,,
149210180,KUNKOWA,21.125278,49.549167,118,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152229999,MAŁKINIA,22.016111,52.674167,137,2025-03-31 09:20:00,69,2025-03-31 09:20:00
152230200,ZABUŻE,23.048889,52.3175,254,2025-03-31 09:20:00,59,2025-03-31 09:20:00
152210170,WARSZAWA-BULWARY,21.020833,52.247222,79,2025-03-31 09:20:00,366,2025-03-31 09:20:00
149180040,GOŁKOWICE,18.496389,49.925833,123,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149180050,ZEBRZYDOWICE,18.613333,49.88,20,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149180140,WISŁA,18.900833,49.631944,110,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149180390,MIZERÓW,18.812778,49.994444,98,2024-12-19 12:50:00,,
149190510,BRODY,19.694722,49.866389,107,2025-03-31 09:20:00,,
149200540,GDÓW 2,20.211667,49.901389,136,2025-03-31 09:20:00,,
149209990,PIEKIEŁKO,20.345833,49.749444,137,2025-03-31 09:20:00,,
154180260,PRUSZCZ GDAŃSKI_Kanał,18.63,54.253333,193,2024-09-27 14:20:00,1,2024-09-27 14:20:00
152180160,KONIN-MORZYSŁAW,18.294167,52.230556,291,2025-03-31 09:20:00,,
153140200,MORZYCZYN,14.916389,53.351389,98,2025-03-31 09:20:00,,
152200150,WYCHÓDŹC,20.422778,52.393889,288,2025-03-31 09:20:00,542,2025-03-31 09:20:00
152210150,POPOWO,21.175556,52.528056,255,2025-03-31 09:20:00,,
150230080,MICHALÓW,23.020556,50.734167,51,2025-03-31 09:20:00,3,2025-03-31 09:20:00
154160150,DARŁOWO,16.380278,54.439167,516,2025-03-31 09:20:00,,
151230010,TRAWNIKI,23.001111,51.138611,319,2025-03-31 09:20:00,7,2025-03-31 09:20:00
153190050,BRODNICA,19.400833,53.255556,128,2025-03-31 09:20:00,16,2025-03-31 09:20:00
153170050,CIECHOLEWY,17.410833,53.814444,122,2025-03-31 09:20:00,6,2025-03-31 09:20:00
153190130,KULIGI,19.690833,53.429444,62,2024-07-03 11:20:00,2,2024-07-03 11:20:00
153190100,DZIARNY,19.614722,53.570556,50,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153190080,IŁAWA,19.556389,53.597778,919,2025-03-31 09:20:00,,
150210220,WŁOCHY,21.146944,50.9075,153,2025-03-31 09:20:00,0,2025-03-31 09:20:00
151210080,KAZANÓW,21.466667,51.273333,168,2025-03-26 03:20:00,2,2025-03-26 03:20:00
151210190,PUŁAWY-AZOTY,21.945556,51.445278,144,2025-03-31 09:20:00,277,2025-03-31 09:20:00
150150190,PODGÓRZYN,15.683611,50.820278,68,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150150200,SOSNÓWKA,15.719167,50.822222,11,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154170160,LĘBORK 2,17.747222,54.541944,112,2025-03-31 09:20:00,6,2025-03-31 09:20:00
153180150,ROGÓŹNO 2,18.948889,53.516667,84,2025-03-31 09:20:00,4,2025-03-31 09:20:00
153180130,KWIDZYN,18.911389,53.722222,108,2025-03-31 09:20:00,2,2025-03-31 09:20:00
154170190,BORUCINO,17.991389,54.253333,493,2025-03-31 09:20:00,,
149180240,GOCZAŁKOWICE,18.985833,49.931667,119,2025-03-26 03:20:00,9,2025-03-26 03:20:00
150140100,BOGATYNIA,14.995,50.892222,64,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154180270,PRUSZCZ GDAŃSKI,18.630278,54.25,130,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150190360,LAS,19.382222,50.035556,169,2025-03-31 09:20:00,136,2024-09-18 10:20:00
150170290,OPOLE-GROSZOWICE,17.938333,50.634167,413,2025-03-31 09:20:00,1100,2024-09-17 09:50:00
152199992,ŁOWICZ,19.960278,52.11,194,2025-03-31 09:20:00,6,2025-03-31 09:20:00
149180230,PODKĘPIE,18.9775,49.895556,240,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150220170,ZWIERZYNIEC,22.966667,50.611111,,,,
154170090,IZBICA,17.428056,54.681111,506,2025-03-31 09:20:00,,
154170100,ŁEBA,17.550556,54.763333,509,2025-03-31 09:20:00,,
154180210,GDAŃSK - UJŚCIE WISŁY,18.943056,54.352778,525,2025-03-31 09:20:00,,
154180170,WIŚLINA,18.725278,54.3075,468,2025-03-26 03:20:00,,
153140060,WOLIN,14.616667,53.838056,517,2025-03-31 09:20:00,,
154190110,NOWE SADŁUKI,19.711667,54.260278,109,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150230070,GOZDÓW,23.807222,50.7775,188,2025-03-31 09:20:00,4,2025-03-31 09:20:00
152230190,BIAŁOWIEŻA-PARK,23.841389,52.701389,99,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154210090,GIŻYCKO,21.761111,54.035556,102,2025-03-31 09:20:00,,
149190030,MIKUSZOWICE,19.074167,49.779444,85,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150170200,DOMARADZ,17.864444,50.954167,130,2025-03-31 09:20:00,,
150180010,KAMIONKA,18.0425,50.391111,102,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150170210,KRZYWA GÓRA,17.878611,50.860833,146,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149180300,OLZA,18.326389,49.954722,212,2025-03-31 09:20:00,35,2025-03-31 09:20:00
150180280,RYBNIK-GOTARTOWICE,18.628611,50.085556,275,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160080,TŁUMACZÓW,16.436111,50.551944,107,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151150050,DOBROSZÓW WIELKI,15.256111,51.774167,303,2025-03-31 09:20:00,,
151150130,SZPROTAWA,15.555278,51.565278,175,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150140030,TUROSZÓW,14.917778,50.938889,246,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154170010,SŁUPSK,17.031111,54.47,110,2025-03-31 09:20:00,12,2025-03-31 09:20:00
150170040,OŁAWA,17.306389,50.946389,213,2025-03-31 09:20:00,965,2024-09-17 09:50:00
150140020,SIENIAWKA,14.836944,50.896389,70,2025-03-31 08:20:00,7,2025-03-31 08:20:00
151160060,GŁOGÓW,16.059167,51.673889,245,2025-03-31 09:20:00,128,2025-03-31 09:20:00
153220100,BURZYN,22.459167,53.274167,168,2025-03-31 09:20:00,15,2025-03-31 09:20:00
151150080,ŻAGAŃ,15.315833,51.618056,226,2025-03-31 09:20:00,17,2025-03-31 09:20:00
152160070,CZARNKÓW,16.554167,52.908333,213,2025-03-31 09:20:00,75,2025-03-31 09:20:00
152170150,TRĄBCZYN,17.976111,52.138056,117,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152210060,ZAMBSKI KOŚCIELNE,21.206111,52.756111,167,2025-03-26 03:20:00,73,2025-03-26 03:20:00
154180100,WŁADYSŁAWOWO,18.418611,54.796667,509,2025-03-31 09:20:00,,
149180130,ISTEBNA,18.892778,49.571944,119,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180060,RACIBÓRZ-MIEDONIA,18.229722,50.121944,172,2025-03-31 09:20:00,39,2025-03-31 09:20:00
149210020,GORLICE,21.170278,49.654722,364,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160090,ŁAŻANY,16.4925,50.953056,100,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160170,BYSTRZYCA KŁODZKA,16.648333,50.293611,51,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150170220,DOBRA,17.896944,50.448056,74,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150190070,SZABELNIA,19.136667,50.259444,25,2025-03-31 09:20:00,2,2025-03-31 09:20:00
151210120,DĘBLIN,21.826389,51.562778,165,2025-03-31 09:20:00,305,2025-03-31 09:20:00
152150090,SANTOK,15.417778,52.739167,72,2025-03-31 09:20:00,,
153140020,WIDUCHOWA,14.381944,53.1225,538,2025-03-31 09:20:00,,
150220070,RZUCHÓW,22.501944,50.246944,238,2025-03-31 06:20:00,54,2025-03-31 06:20:00
149190270,RADZISZÓW,19.808889,49.94,170,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200110,TRYBSZ 2,20.1175,49.417778,208,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150170010,ZBOROWICE,17.170556,50.805556,157,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150180270,KOZŁOWA GÓRA,18.971944,50.412222,41,2025-03-31 09:20:00,,
150190330,OJCÓW,19.8325,50.194722,106,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152150080,SANTOK,15.396667,52.733611,254,2025-03-31 09:20:00,,
151170110,BOGUSŁAW,17.953611,51.898333,74,2025-03-31 09:20:00,10,2025-03-31 09:20:00
151180170,ROGÓŹNO,18.974167,51.435556,145,2024-09-27 14:20:00,4,2024-09-27 14:20:00
151210020,MICHAŁÓW,21.101111,51.011667,54,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153160180,PIŁA,16.739722,53.151389,128,2025-03-31 09:20:00,21,2025-03-31 09:20:00
153190090,NOWE MIASTO LUBAWSKIE,19.59,53.422222,201,2025-03-31 09:20:00,14,2025-03-31 09:20:00
153220070,WIZNA,22.408056,53.200833,196,2025-03-31 09:20:00,33,2025-03-31 09:20:00
151140040,PRZEWÓZ,14.946944,51.472222,100,2025-03-31 09:20:00,13,2025-03-31 09:20:00
151150160,ZAGRODNO,15.863889,51.188889,92,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152170060,NOWA WIEŚ PODGÓRNA,17.59,52.141667,188,2025-03-31 09:20:00,43,2025-03-31 09:20:00
152200120,BORKOWO,20.665556,52.561667,129,2025-03-31 09:20:00,10,2025-03-31 09:20:00
